,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Asked,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
User Picked,6,8,8,5,8,8,7,6,4,7,6,6,5,6,7,7,7,7,7,5
Cost,251,251,251,258,253,251,248,253,254,253,251,251,251,255,248,253,253,251,251,252
Selected Points,66.66666667,62.5,62.5,80,62.5,62.5,57.14285714,83.33333333,75,71.42857143,66.66666667,66.66666667,60,66.66666667,57.14285714,71.42857143,71.42857143,71.42857143,71.42857143,60
Known Defects,28,28,28,28,27,28,27,28,28,28,28,28,28,29,27,27,28,28,28,28
Features Used,29,29,29,28,28,29,28,29,28,29,29,29,29,29,28,28,29,29,29,28
Score,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Time,0.190495014,0.187498808,0.186501503,0.188498497,0.18952322,0.187182188,0.188529968,0.185469151,0.189524174,0.189493895,0.187496185,0.18949604,0.204393148,0.190288305,0.191487312,0.187499285,0.189521313,0.187499046,0.188500404,0.188490629
,,,,,,,,,,,,,,,,,,,,
0,Asked,User Picked,Cost,Selected Points,Known Defects,Features Used,Score,Time,,,,,,,,,,,,
0,4,6,251,66.66666667,28,29,0.1,0.190495014,,,,,,,,,,,,
1,4,8,251,62.5,28,29,0.1,0.187498808,,,,,,,,,,,,
2,4,8,251,62.5,28,29,0.1,0.186501503,,,,,,,,,,,,
3,4,5,258,80,28,28,0.1,0.188498497,,,,,,,,,,,,
4,4,8,253,62.5,27,28,0.1,0.18952322,,,,,,,,,,,,
5,4,8,251,62.5,28,29,0.1,0.187182188,,,,,,,,,,,,
6,4,7,248,57.14285714,27,28,0.1,0.188529968,,,,,,,,,,,,
7,4,6,253,83.33333333,28,29,0.1,0.185469151,,,,,,,,,,,,
8,4,4,254,75,28,28,0.1,0.189524174,,,,,,,,,,,,
9,4,7,253,71.42857143,28,29,0.1,0.189493895,,,,,,,,,,,,
10,4,6,251,66.66666667,28,29,0.1,0.187496185,,,,,,,,,,,,
11,4,6,251,66.66666667,28,29,0.1,0.18949604,,,,,,,,,,,,
12,4,5,251,60,28,29,0.1,0.204393148,,,,,,,,,,,,
13,4,6,255,66.66666667,29,29,0.1,0.190288305,,,,,,,,,,,,
14,4,7,248,57.14285714,27,28,0.1,0.191487312,,,,,,,,,,,,
15,4,7,253,71.42857143,27,28,0.1,0.187499285,,,,,,,,,,,,
16,4,7,253,71.42857143,28,29,0.1,0.189521313,,,,,,,,,,,,
17,4,7,251,71.42857143,28,29,0.1,0.187499046,,,,,,,,,,,,
18,4,7,251,71.42857143,28,29,0.1,0.188500404,,,,,,,,,,,,
19,4,5,252,60,28,28,0.1,0.188490629,,,,,,,,,,,,
